Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Brimstone
chiselsandbits:block_bit:0, Chiseled Bit - Permafrost
chiselsandbits:block_bit:0, Chiseled Bit - Cobbedstone
chiselsandbits:block_bit:0, Chiseled Bit - Brimstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Permafrost Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Elder Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Elder Prismarine Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Elder Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Elder Sea Lantern
chiselsandbits:block_bit:0, Chiseled Bit - Polished Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Polished Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Polished Soul Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Soul Sandstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Polished Stone
chiselsandbits:block_bit:0, Chiseled Bit - White Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Lime Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Gray Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Green Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Red Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Black Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - White Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - Orange Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - Lime Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - Pink Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - Gray Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - Purple Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - Blue Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - Brown Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - Green Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - Red Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - Black Terracotta Shingles
chiselsandbits:block_bit:0, Chiseled Bit - Oak Bark
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Bark
chiselsandbits:block_bit:0, Chiseled Bit - Birch Bark
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Bark
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Bark
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Bark
chiselsandbits:block_bit:0, Chiseled Bit - Sturdy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Iron Plate
chiselsandbits:block_bit:0, Chiseled Bit - Rusty Iron Plate
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Thatch
chiselsandbits:block_bit:0, Chiseled Bit - Charred Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - Granite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Diorite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Andesite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Jasper Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Slate Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Granite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Diorite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Andesite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Jasper Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Slate Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Midori Block
chiselsandbits:block_bit:0, Chiseled Bit - Midori Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Magma Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Spruce Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Birch Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Jungle Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Acacia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Dark Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical White Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Orange Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Magenta Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Light Blue Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Yellow Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Lime Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Pink Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Gray Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Light Gray Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Cyan Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Purple Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Blue Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Brown Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Green Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Red Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Vertical Black Stained Planks
chiselsandbits:block_bit:0, Chiseled Bit - Duskbound Block
chiselsandbits:block_bit:0, Chiseled Bit - Duskbound Lantern
chiselsandbits:block_bit:0, Chiseled Bit - Granite Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Diorite Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Andesite Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Jasper Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Slate Pavement
chiselsandbits:block_bit:0, Chiseled Bit - Sugar Cane Block Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Snow Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Carved Oak Wood
chiselsandbits:block_bit:0, Chiseled Bit - Carved Spruce Wood
chiselsandbits:block_bit:0, Chiseled Bit - Carved Birch Wood
chiselsandbits:block_bit:0, Chiseled Bit - Carved Jungle Wood
chiselsandbits:block_bit:0, Chiseled Bit - Carved Acacia Wood
chiselsandbits:block_bit:0, Chiseled Bit - Carved Dark Oak Wood
chiselsandbits:block_bit:0, Chiseled Bit - Soul Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Soul Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Soul Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Turf Block
chiselsandbits:block_bit:0, Chiseled Bit - Netherwrought Stone
chiselsandbits:block_bit:0, Chiseled Bit - Netherwrought Bricks
chiselsandbits:block_bit:0, Chiseled Bit - White Quilted Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Quilted Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Quilted Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Quilted Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Quilted Wool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Quilted Wool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Quilted Wool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Quilted Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Quilted Wool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Quilted Wool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Quilted Wool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Quilted Wool
chiselsandbits:block_bit:0, Chiseled Bit - Brown Quilted Wool
chiselsandbits:block_bit:0, Chiseled Bit - Green Quilted Wool
chiselsandbits:block_bit:0, Chiseled Bit - Red Quilted Wool
chiselsandbits:block_bit:0, Chiseled Bit - Black Quilted Wool
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Lit Redstone Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Blaze Lantern
chiselsandbits:block_bit:0, Chiseled Bit - Blank Rune
chiselsandbits:block_bit:0, Chiseled Bit - Speed Rune
chiselsandbits:block_bit:0, Chiseled Bit - Efficiency Rune
chiselsandbits:block_bit:0, Chiseled Bit - Rune of Sacrifice
chiselsandbits:block_bit:0, Chiseled Bit - Rune of Self Sacrifice
chiselsandbits:block_bit:0, Chiseled Bit - Displacement Rune
chiselsandbits:block_bit:0, Chiseled Bit - Rune of Capacity
chiselsandbits:block_bit:0, Chiseled Bit - Rune of Augmented Capacity
chiselsandbits:block_bit:0, Chiseled Bit - Rune of the Orb
chiselsandbits:block_bit:0, Chiseled Bit - Acceleration Rune
chiselsandbits:block_bit:0, Chiseled Bit - Charging Rune
chiselsandbits:block_bit:0, Chiseled Bit - Ritual Stone
chiselsandbits:block_bit:0, Chiseled Bit - Ritual Stone
chiselsandbits:block_bit:0, Chiseled Bit - Ritual Stone
chiselsandbits:block_bit:0, Chiseled Bit - Ritual Stone
chiselsandbits:block_bit:0, Chiseled Bit - Ritual Stone
chiselsandbits:block_bit:0, Chiseled Bit - Ritual Stone
chiselsandbits:block_bit:0, Chiseled Bit - Ritual Stone
chiselsandbits:block_bit:0, Chiseled Bit - Large Bloodstone Tile
chiselsandbits:block_bit:0, Chiseled Bit - Bloodstone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Wooden Path
chiselsandbits:block_bit:0, Chiseled Bit - Tiled Wooden Path
chiselsandbits:block_bit:0, Chiseled Bit - Stone Brick Path
chiselsandbits:block_bit:0, Chiseled Bit - Tiled Stone Path
chiselsandbits:block_bit:0, Chiseled Bit - Worn Stone Brick Path
chiselsandbits:block_bit:0, Chiseled Bit - Tiled Worn Stone Path
chiselsandbits:block_bit:0, Chiseled Bit - Obsidian Brick Path
chiselsandbits:block_bit:0, Chiseled Bit - Tiled Obsidian Path
chiselsandbits:block_bit:0, Chiseled Bit - Raw Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Corrosive Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Destructive Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Vengeful Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Steadfast Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Small Raw Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Small Corrosive Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Small Destructive Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Small Vengeful Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Small Steadfast Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Raw Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Corrosive Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Destructive Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Vengeful Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Steadfast Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Accented Raw Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Accented Corrosive Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Accented Destructive Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Accented Vengeful Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Accented Steadfast Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Raw Stone
chiselsandbits:block_bit:0, Chiseled Bit - Corrosive Stone
chiselsandbits:block_bit:0, Chiseled Bit - Destructive Stone
chiselsandbits:block_bit:0, Chiseled Bit - Vengeful Stone
chiselsandbits:block_bit:0, Chiseled Bit - Steadfast Stone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Raw Stone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Corrosive Stone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Destructive Stone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Vengeful Stone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Steadfast Stone
chiselsandbits:block_bit:0, Chiseled Bit - Raw Demon Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Corrosive Demon Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Destructive Demon Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Vengeful Demon Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Steadfast Demon Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Raw Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Corrosive Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Destructive Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Vengeful Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Steadfast Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Accented Raw Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Accented Corrosive Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Accented Destructive Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Accented Vengeful Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Accented Steadfast Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Raw Stone Pillar Cap Down
chiselsandbits:block_bit:0, Chiseled Bit - Corrosive Stone Pillar Cap Down
chiselsandbits:block_bit:0, Chiseled Bit - Destructive Stone Pillar Cap Down
chiselsandbits:block_bit:0, Chiseled Bit - Vengeful Stone Pillar Cap Down
chiselsandbits:block_bit:0, Chiseled Bit - Steadfast Stone Pillar Cap Down
chiselsandbits:block_bit:0, Chiseled Bit - Raw Demon Eye
chiselsandbits:block_bit:0, Chiseled Bit - Corrosive Demon Eye
chiselsandbits:block_bit:0, Chiseled Bit - Destructive Demon Eye
chiselsandbits:block_bit:0, Chiseled Bit - Vengeful Demon Eye
chiselsandbits:block_bit:0, Chiseled Bit - Steadfast Demon Eye
chiselsandbits:block_bit:0, Chiseled Bit - Blank Slate Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Slate Block
chiselsandbits:block_bit:0, Chiseled Bit - Imbued Slate Block
chiselsandbits:block_bit:0, Chiseled Bit - Demonic Slate Block
chiselsandbits:block_bit:0, Chiseled Bit - Ethereal Slate Block
chiselsandbits:block_bit:0, Chiseled Bit - Blood Infused Wood East/West
chiselsandbits:block_bit:0, Chiseled Bit - Blood Infused Wooden Planks
chiselsandbits:block_bit:0, Chiseled Bit - Blood Infused Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Blood Infused Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Porcelain Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Marine Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Golden Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dragon Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Lava Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Monochrome Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Unfired Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - White Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Orange Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Lime Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Pink Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Gray Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Purple Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Blue Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Brown Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Green Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Red Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Black Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Compact Machine Wall
chiselsandbits:block_bit:0, Chiseled Bit - Little Online Picture Frame
chiselsandbits:block_bit:0, Chiseled Bit - Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Pearl Brick
chiselsandbits:block_bit:0, Chiseled Bit - Carved Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Wither Dust Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Carved Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Corrupted Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Checkered Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Scoria
chiselsandbits:block_bit:0, Chiseled Bit - Slate
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Quartzite
chiselsandbits:block_bit:0, Chiseled Bit - Diabase
chiselsandbits:block_bit:0, Chiseled Bit - Nether Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - Obsidian Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Block
chiselsandbits:block_bit:0, Chiseled Bit - Lightning Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Bloody Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Nether Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Nether Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Hardened Blood
chiselsandbits:block_bit:0, Chiseled Bit - Undead Log East/West
chiselsandbits:block_bit:0, Chiseled Bit - Undead Plank
chiselsandbits:block_bit:0, Chiseled Bit - Dark Brick
chiselsandbits:block_bit:0, Chiseled Bit - Dark Blood Brick
chiselsandbits:block_bit:0, Chiseled Bit - Dark Power Gem Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Blood-Waxed Coal
chiselsandbits:block_bit:0, Chiseled Bit - Osmium Block East
chiselsandbits:block_bit:0, Chiseled Bit - Bronze Block East
chiselsandbits:block_bit:0, Chiseled Bit - Refined Obsidian East
chiselsandbits:block_bit:0, Chiseled Bit - Charcoal Block East
chiselsandbits:block_bit:0, Chiseled Bit - Refined Glowstone East
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
